UF;regional;municipio
PA;Mãe do rio;Ulianópolis
PA;;abel figueiredo
PA;;Bom Jesus do tocantins
PA;;Brejo Grande do araguaia
PA;;itupiranga
PA;;Jacundá
PA;;Marabá
PA;;Nova
PA;Marabá;ipixuna
PA;Marabá;Palestina do Pará
PA;Marabá;Piçarra
PA;Marabá;rondon do Pará
PA;Marabá;são domingos do araguaia
PA;Marabá;são Geraldo do araguaia e
PA;;são João do araguaia
PA;Maracanã;igarapé-açú
PA;Maracanã;Magalhães Barata
PA;Maracanã;Maracanã
PA;Monte alegre;alenquer
PA;Monte alegre;almeirim
PA;Monte alegre;Monte alegre
PA;Monte alegre;Prainha
PA;Óbidos;curuá
PA;Óbidos;faro
PA;Óbidos;Juruti
PA;Óbidos;Óbidos
PA;Óbidos;oriximiná
PA;Óbidos;terra santa
PA;Parauapebas;canaã dos carajás
PA;Parauapebas;curionópolis
PA;Parauapebas;eldorado dos carajás
PA;Parauapebas;Parauapebas
PA;santa Bárbara;santa Bárbara
PA;santa izabel do Pará;Bujaru
PA;santa izabel do Pará;colares
PA;santa izabel do Pará;concórdia do Pará
PA;santa izabel do Pará;santa izabel do Pará
PA;santa izabel do Pará;santo antônio do tauá
PA;santa izabel do Pará;são caetano de odivelas
PA;santa izabel do Pará;tomé-açu
PA;santa izabel do Pará;vigia
PA;santarém;aveiro
PA;santarém;Belterra
PA;santarém;Mojuí dos campos
PA;santarém;santarém
PA;cachoeira do arari;cachoeira do arari
PA;cachoeira do arari;salvaterra
PA;cachoeira do arari;santa cruz do arari
PA;cachoeira do arari;soure
PA;tucuruí;Breu Branco
PA;tucuruí;Goianésia do Pará
PA;tucuruí;Novo repartimento
PA;tucuruí;Pacajá
PA;tucuruí;tucuruí
PA;Xinguara;água azul do Norte
PA;Xinguara;Bannach
PA;Xinguara;ourilândia do Norte
PA;Xinguara;rio Maria
PA;Xinguara;são félix do Xingu
PA;Xinguara;sapucaia
PA;Xinguara;tucumã
PA;Xinguara;Xinguara
AC;JURUÁ;CRUZEIRO DO SUL
AC;JURUÁ;RODRIGUES ALVES
AC;JURUÁ;MÂNCIO LIMA
AC;JURUÁ;PORTO WALTER
AC;JURUÁ;MARECHAL THAUMATURGO
AC;TARAUACÁ / ENVIRA;FEIJÓ
AC;TARAUACÁ / ENVIRA;JORDÃO
AC;TARAUACÁ / ENVIRA;TARAUACÁ
AC;PURUS;MANOEL URBANO
AC;PURUS;SANTA ROSA DO PURUS
AC;PURUS;SENA MADUREIRA
AC;ALTO ACRE;ASSIS BRASIL
AC;ALTO ACRE;BRASILEIA
AC;ALTO ACRE;CAPIXABA
AC;ALTO ACRE;EPITACIOLÂNDIA
AC;ALTO ACRE;XAPURI
AC;BAIXO ACRE;ACRELÂNDIA
AC;BAIXO ACRE;BUJARI
AC;BAIXO ACRE;PLÁCIDO DE CASTRO
AC;BAIXO ACRE;PORTO ACRE
AC;BAIXO ACRE;SENADOR GUIOMARD
AC;BAIXO ACRE;RIO BRANCO
AL;1a GEE;Marechal Deodoro
AL;1a GEE;Massagueira
AL;1a GEE;Paripueira
AL;Maceió;Maceió
AL;2a GEE;São Miguel dos Campos
AL;2a GEE;Barra de São Miguel
AL;2a GEE;Roteiro
AL;2a GEE;Jequiá da Praia
AL;2a GEE;Coruripe
AL;2a GEE;Teotônio Vilela
AL;2a GEE;Junqueiro
AL;;Campo
"Alegre""";;2a GEE
AL;2a GEE;Boca da Mata
AL;2a GEE;Anadia
AL;3a GEE;Maribondo
AL;3a GEE;Tanque D'Arca
AL;3a GEE;Belém
AL;3a GEE;Quebrângulo
AL;3a GEE;Palmeira dos Índios
AL;3a GEE;Estrela de Alagoas
AL;3a GEE;Igaci
AL;3a GEE;Major Izidoro
AL;3a GEE;Cacimbinhas
AL;3a GEE;Minador do Negrão
AL;4a GEE;Atalaia
AL;4a GEE;Capela
AL;4a GEE;Cajueiro
AL;4a GEE;Pindoba
AL;4a GEE;Mar Vermelho
AL;4a GEE;Paulo Jacinto
AL;4a GEE;Viçosa
AL;4a GEE;Chã Preta
AL;5a GEE;São Sebastião
AL;5a GEE;Feira Grande
AL;5a GEE;Lagoa da Canoa
AL;5a GEE;Girau do Ponciano
AL;5a GEE;Traipu
AL;5a GEE;Craíbas
AL;5a GEE;Arapiraca
AL;5a GEE;Limoeiro de Anadia
AL;5a GEE;Taquarana
AL;5a GEE;Coité do Nóia
AL;6a GEE;Santana do Ipanema
AL;6a GEE;Carneiros
AL;6a GEE;Dois Riachos
AL;6a GEE;Maravilha
AL;6a GEE;Olho D’Água das Flores
AL;6a GEE;Olivença
AL;6a GEE;Ouro Branco
AL;;Rui Palmeira
"e Poço das Trincheiras""";;6a GEE
AL;7a GEE;Murici
AL;7a GEE;Branquinha
AL;7a GEE;União dos Palmares
AL;7a GEE;Santana do Mundaú
AL;7a GEE;São José da Laje
AL;7a GEE;Ibateguara
AL;7a GEE;Colônia de Leopoldina
AL;8a GEE;Jaramataia
AL;8a GEE;Batalha
AL;8a GEE;Jacaré dos Homens
AL;8a GEE;Monteirópolis
AL;8a GEE;Palestina
AL;8a GEE;Pão de Açúcar
AL;8a GEE;São José da Tapera
AL;8a GEE;Belo Monte
AL;9a GEE;Feliz Deserto
AL;9a GEE;Piaçabuçu
AL;9a GEE;Penedo
AL;9a GEE;Igreja Nova
AL;9a GEE;Porto Real do Colégio
AL;9a GEE;São Braz
AL;9a GEE;Olho D`Água Grande
AL;9a GEE;Campo Grande
AL;10a GEE;Barra de Santo Antônio
AL;10a GEE;São Luis do Quitunde
AL;10a GEE;Passo de Camaragibe
AL;10a GEE;Matriz de Camaragibe
AL;10a GEE;Porto de Pedra
AL;10a GEE;Japaratinga
AL;10a GEE;Porto Calvo
AL;10a GEE;Jundiá
AL;10a GEE;Campestre
AL;10a GEE;Jacuípe
AL;10a GEE;Maragogi
AL;10a GEE;São Miguel dos Milagres
AL;11a GEE;Piranhas
AL;11a GEE;Olho D`Água do Casado
AL;11a GEE;Delmiro Gouveia
AL;11a GEE;Água Branca
AL;11a GEE;Inhapi
AL;11a GEE;Mata Grande
AL;11a GEE;Canapi
AL;11a GEE;Pariconha
AL;12a GEE;Coqueiro Seco
AL;12a GEE;Santa Luzia do Norte
AL;12a GEE;Pilar
AL;12a GEE;Rio Largo
AL;12a GEE;Messias
AL;12a GEE;Flexeiras
AL;12a GEE;Joaquim Gomes
AL;12a GEE;Novo Lino
AL;12a GEE;Satuba
CE;SEFOR;Fortaleza
CE;CREDE 01;Aquiraz
CE;CREDE 01;Caucaia
CE;CREDE 01;Eusébio
CE;CREDE 01;Guaiúba
CE;CREDE 01;Itaitinga
CE;CREDE 01;Maranguape
CE;CREDE 01;Pacatuba
CE;CREDE 01;Maracanaú
CE;CREDE 02;Amontada
CE;CREDE 02;Apuiarés
CE;CREDE 02;Itapajé
CE;CREDE 02;Miraíma
CE;CREDE 02;Paracuru
CE;CREDE 02;Paraipaba
CE;CREDE 02;Pentecoste
CE;CREDE 02;São Gonçalo do Amarante
CE;CREDE 02;São Luis do Curu
CE;CREDE 02;Tejuçuoca
CE;CREDE 02;Trairi
CE;CREDE 02;Tururu
CE;CREDE 02;Umirim
CE;CREDE 02;Uruburetama
CE;CREDE 02;Itapipoca
CE;CREDE 03;Bela Cruz
CE;CREDE 03;Cruz
CE;CREDE 03;Itarema
CE;CREDE 03;Jijoca de Jericoacoara
CE;CREDE 03;Marco
CE;CREDE 03;Morrinhos
CE;CREDE 03;Acaraú
CE;CREDE 04;Barroquinha
CE;CREDE 04;Chaval
CE;CREDE 04;Granja
CE;CREDE 04;Martinópole
CE;CREDE 04;Uruoca
CE;CREDE 04;Camocim
CE;CREDE 05;Carnaubal
CE;CREDE 05;Croatá
CE;CREDE 05;Guaraciaba do Norte
CE;CREDE 05;Ibiapina
CE;CREDE 05;Ipu
CE;CREDE 05;São Benedito
CE;CREDE 05;Ubajara
CE;CREDE 05;Viçosa do Ceará
CE;CREDE 05;Tianguá
CE;CREDE 06;Alcântaras
CE;CREDE 06;Cariré
CE;CREDE 06;Coreaú
CE;CREDE 06;Forquilha
CE;CREDE 06;Frecheirinha
CE;CREDE 06;Graça
CE;CREDE 06;Groaíras
CE;CREDE 06;Hidrolândia
CE;CREDE 06;Irauçuba
CE;CREDE 06;Massapê
CE;CREDE 06;Meruoca
CE;CREDE 06;Moraújo
CE;CREDE 06;Mucambo
CE;CREDE 06;Pacujá
CE;CREDE 06;Pires Ferreira
CE;CREDE 06;Reriutaba
CE;CREDE 06;Santana do Acaraú
CE;CREDE 06;Senador Sá
CE;CREDE 06;Varjota
CE;CREDE 06;Sobral
CE;CREDE 07;Caridade
CE;CREDE 07;General Sampaio
CE;CREDE 07;Itatira
CE;CREDE 07;Paramoti
CE;CREDE 07;Santa Quitéria
CE;CREDE 07;Canindé
CE;CREDE 08;Acarape
CE;CREDE 08;Aracoiaba
CE;CREDE 08;Aratuba
CE;CREDE 08;Barreira
CE;CREDE 08;Capistrano
CE;CREDE 08;Guaramiranga
CE;CREDE 08;Itapiúna
CE;CREDE 08;Mulungu
CE;CREDE 08;Ocara
CE;CREDE 08;Pacoti
CE;CREDE 08;Palmácia
CE;CREDE 08;Redenção
CE;CREDE 08;Baturité
CE;CREDE 09;Beberibe
CE;CREDE 09;Cascavel
CE;CREDE 09;Chorozinho
CE;CREDE 09;Pacajús
CE;CREDE 09;Pindoretama
CE;CREDE 09;Horizonte
CE;CREDE 10;Alto Santo
CE;CREDE 10;Aracati
CE;CREDE 10;Fortim
CE;CREDE 10;Icapuí
CE;CREDE 10;Itaiçaba
CE;CREDE 10;Jaguaruana
CE;CREDE 10;Limoeiro do Norte
CE;CREDE 10;Morada Nova
CE;CREDE 10;Palhano
CE;CREDE 10;Quixeré
CE;CREDE 10;São João do Jaguaribe
CE;CREDE 10;Tabuleiro do Norte
CE;CREDE 10;Russas
CE;CREDE 11;Ererê
CE;CREDE 11;Iracema
CE;CREDE 11;Jaguaretama
CE;CREDE 11;Jaguaribara
CE;CREDE 11;Pereiro
CE;CREDE 11;Potiretama
CE;CREDE 11;Jaguaribe
CE;CREDE 12;Banabuiú
CE;CREDE 12;Boa Viagem
CE;CREDE 12;Choro
CE;CREDE 12;Ibaretama
CE;CREDE 12;Ibicuitinga
CE;CREDE 12;Madalena
CE;CREDE 12;Quixeramobim
CE;CREDE 12;Quixadá
CE;CREDE 13;Ararendá
CE;CREDE 13;Catunda
CE;CREDE 13;Independência
CE;CREDE 13;Ipaporanga
CE;CREDE 13;Ipueiras
CE;CREDE 13;Monsenhor Tabosa
CE;CREDE 13;Nova Russas
CE;CREDE 13;Novo Oriente
CE;CREDE 13;Poranga
CE;CREDE 13;Tamboril
CE;CREDE 13;Crateús
CE;CREDE 14;Deputado Irapuan Pinheiro
CE;CREDE 14;Milhã
CE;CREDE 14;Mombaça
CE;CREDE 14;Pedra Branca
CE;CREDE 14;Piquet Carneiro
CE;CREDE 14;Solonópole
CE;CREDE 14;Senador Pompeu
CE;CREDE 15;Aiuaba
CE;CREDE 15;Arneiroz
CE;CREDE 15;Parambu
CE;CREDE 15;Quiterianópolis
CE;CREDE 15;Tauá
CE;CREDE 16;Acopiara
CE;CREDE 16;Cariús
CE;CREDE 16;Catarina
CE;CREDE 16;Jucás
CE;CREDE 16;Orós
CE;CREDE 16;Quixelô
CE;CREDE 16;Iguatu
CE;CREDE 17;Baixio
CE;CREDE 17;Cedro
CE;CREDE 17;Ipaumirim
CE;CREDE 17;Lavras da Mangabeira
CE;CREDE 17;Umari
CE;;Várze Alegre 
"Alegre""";;CREDE 17
CE;CREDE 18;Altaneira
CE;CREDE 18;Antonina do Norte
CE;CREDE 18;Araripe
CE;CREDE 18;Assaré
CE;CREDE 18;Campos Sales
CE;CREDE 18;Nova Olinda
CE;CREDE 18;Potengi
CE;CREDE 18;Saboeiro
CE;CREDE 18;Salitre
CE;CREDE 18;Santana do Cariri
CE;CREDE 18;Tarrafas
CE;CREDE 18;Crato
CE;CREDE 19;Barbalha
CE;CREDE 19;Caririaçu
CE;CREDE 19;Farias Brito
CE;CREDE 19;Granjeiro
CE;CREDE 19;Jardim
CE;CREDE 19;Juazeiro do Norte
CE;CREDE 20;Abaiara
CE;CREDE 20;Aurora
CE;CREDE 20;Barro
CE;CREDE 20;Jati
CE;CREDE 20;Mauriti
CE;CREDE 20;Missão Velha
CE;CREDE 20;Milagres
CE;CREDE 20;Penaforte
CE;CREDE 20;Porteiras
CE;CREDE 20;Brejo Santo
PI;01ª;BOM PRINCIPIO DO PIAUI
PI;01ª;BURITI DOS LOPES
PI;01ª;CAJUEIRO DA PRAIA
PI;01ª;CARAUBAS
PI;01ª;CAXINGOS
PI;01ª;COCAL
PI;01ª;COCAL DOS ALVES
PI;01ª;ILHA GRANDE DO PIAUI
PI;01ª;LUIS CORREIA
PI;01ª;MURICI DOS PORTELAS
PI;01ª;PARNAIBA
PI;02ª;BARRAS
PI;02ª;BATALHA
PI;02ª;CABECEIRAS DO PIAUI
PI;02ª;CAMPO LARGO DO PIAUI
PI;02ª;ESPERANTINA
PI;02ª;JOAQUIM PIRES
PI;02ª;JOCA MARQUES
PI;02ª;LUZILANDIA
PI;02ª;MADEIROS
PI;02ª;MATIAS OLIMPIO
PI;02ª;MORRO DO CHAPEU
PI;02ª;NOSSA SENHORA DOS REMEDIOS
PI;02ª;PORTO
PI;02ª;SAO JOAO DO ARRAIAL
PI;03ª;BRASILEIRA
PI;03ª;CAPITAO DE CAMPOS
PI;03ª;DOMINGOS MOURAO
PI;03ª;LAGOA DO SAO FRANCISCO
PI;03ª;MILTON BRANDAO
PI;03ª;PEDRO II
PI;03ª;PIRACURUCA
PI;03ª;PIRIPIRI
PI;03ª;SAO JOAO DA FRONTEIRA
PI;03ª;SAO JOSE DO DIVINO
PI;05ª;ASSUNCAO DO PIAUI
PI;05ª;BOA HORA-PI
PI;05ª;BOQUEIRAO
PI;05ª;BURITI DOS MONTES
PI;05ª;CAMPO MAIOR
PI;05ª;CASTELO DO PIAUI
PI;05ª;COCAL DE TELHA
PI;05ª;JATOBA
PI;05ª;JUAZEIRO
PI;05ª;JUAZEIRO DO PIAUI
PI;05ª;N.S.DE NAZARE
PI;05ª;SAO JOAO DA SERRA
PI;05ª;SAO MIGUEL DO TAPUIO
PI;05ª;SIGEFREDO PACHECO
PI;06ª;AGRICOLANDIA
PI;06ª;AGUA BRANCA
PI;06ª;AMARANTE
PI;06ª;ANGICAL DO PIAUI
PI;06ª;ARRAIAL
PI;06ª;FRANCISCO AYRES
PI;06ª;HUGO NAPOLEAO
PI;06ª;JARDIM DO MULATO
PI;06ª;LAGOINHA
PI;06ª;MIGUEL LEAO
PI;06ª;OLHO DAGUA
PI;06ª;REGENERACAO
PI;06ª;SANTO ANTONIO DOS MILAGRES
PI;06ª;SAO GONCALO DO PIAUI
PI;06ª;SAO PEDRO DO PIAUI
PI;07ª;AROAZES
PI;07ª;BARRA DALCANTARA
PI;07ª;ELESBAO VELOSO
PI;07ª;FRANCINOPOLIS
PI;07ª;INHUMA
PI;07ª;LAGOA DO SITIO
PI;07ª;NOVO ORIENTE DO PIAUI
PI;07ª;PIMENTEIRAS
PI;07ª;SANTA CRUZ DOS MILAGRES
PI;07ª;SAO FELIX DO PIAUI
PI;07ª;SAO MIGUEL DA BAIXA GRANDE
PI;07ª;VALENCA DO PIAUI
PI;07ª;VARZEA GRANDE
PI;08ª;CAJAZEIRAS
PI;08ª;CAMPINAS DO PIAUI
PI;08ª;COLONIA DO PIAUI
PI;08ª;FLORESTA DO PIAUI
PI;08ª;ISAIAS COELHO
PI;08ª;OEIRAS
PI;08ª;SANTA ROSA DO PIAUI
PI;08ª;SANTO INACIO DO PIAUI
PI;08ª;SAO JOAO VARJOTA
PI;08ª;SAO MIGUEL DO FIDALGO
PI;08ª;TANQUES DO PIAUI
PI;09ª;AROEIRAS DO ITAIM
PI;09ª;BOCAINA
PI;09ª;CAMPO GRANDE DO PIAUI
PI;09ª;DOM EXPEDITO LOPES
PI;09ª;FRANCISCO SANTOS
PI;09ª;GERMINIANO
PI;09ª;IPIRANGA DO PIAUI
PI;09ª;ITAINOPOLIS
PI;09ª;JAICOS
PI;09ª;MASSAPE
PI;09ª;MONSENHOR HIPOLITO
PI;09ª;PAQUETA
PI;09ª;PICOS
PI;09ª;SANTA CRUZ DO PIAUI
PI;09ª;SANTANA DO PIAUI
PI;09ª;SANTO ANTONIO DE LISBOA
PI;09ª;SAO JOAO DA CANABRAVA
PI;09ª;SAO JOSE DO PIAUI
PI;09ª;SAO LUIS
PI;09ª;SUSSUAPARA
PI;09ª;VERA MENDES
PI;09ª;WALL FERRAZ
PI;10ª;CANAVIEIRA
PI;10ª;FLORES DO PIAUI
PI;10ª;FLORIANO
PI;10ª;GUADALUPE
PI;10ª;ITAUEIRA
PI;10ª;JERUMENHA
PI;10ª;LANDRI SALES
PI;10ª;MARCOS PARENTE
PI;10ª;NAZARE DO PIAUI
PI;10ª;PAVUSSU
PI;10ª;RIO GRANDE DO PIAUI
PI;10ª;SAO FRANCISCO DO PIAUI
PI;10ª;SAO JOSE DO PEIXE
PI;11ª;ANTONIO ALMEIDA
PI;11ª;BAIXA GRANDE DO RIBEIRO
PI;11ª;BERTOLINIA
PI;11ª;PORTO ALEGRE
PI;11ª;PORTO ALEGRE DO PIAUÍ
PI;11ª;RIBEIRO GONCALVES
PI;11ª;SEBASTIAO LEAL
PI;11ª;URUCUI
PI;12ª;BELA VISTA DO PIAUI
PI;12ª;BREJO
PI;12ª;CAMPO ALEGRE DO FIDALGO
PI;12ª;CANTO DO BURITI
PI;12ª;CAPITAL GERVASIO OLIVEIRA
PI;12ª;JOAO COSTA
PI;12ª;LAGOA DO BARRO
PI;12ª;NOVA SANTA RITA
PI;12ª;PAES LANDIM
PI;12ª;PAJEU DO PIAUI
PI;12ª;PEDRO LAURENTINO
PI;12ª;RIBEIRA
PI;12ª;SAO JOAO DO PIAUI
PI;12ª;SIMPLICIO MENDES
PI;12ª;SOCORRO DO PIAUI
PI;13ª;ANISIO DE ABREU
PI;13ª;BONFIM DO PIAUI
PI;13ª;CARACOL
PI;13ª;CORONEL JOSE DIAS
PI;13ª;DIRCEU ARCOVERDE
PI;13ª;DOM INOCENCIO
PI;13ª;FARTUNA DO PIAUI
PI;13ª;GUARIBAS DO PIAUI
PI;13ª;JUREMA DO PIAUI
PI;13ª;SAO BRAZ DO PIAUI
PI;13ª;SAO LOURENCO DO PIAUI
PI;13ª;SAO RAIMUNDO NONATO
PI;13ª;TAMBORIL
PI;13ª;VARZEA BRANCA
PI;14ª;ALVORADA DO GURGUEIA
PI;14ª;BOM JESUS
PI;14ª;COLONIA DO GURGUEIA
PI;14ª;CRISTINO CASTRO
PI;14ª;CURRAIS
PI;14ª;ELISEU MARTINS
PI;14ª;MANOEL EMIDIO
PI;14ª;PALMEIRA DO PIAUI
PI;14ª;REDENCAO DO GURGUEIA
PI;14ª;SANTA LUZ
PI;15ª;AVELINO LOPES
PI;15ª;BARREIRAS DO PIAUI
PI;15ª;CORRENTE
PI;15ª;CRISTALANDIA DO PIAUI
PI;15ª;CURIMATA
PI;15ª;GILBUES
PI;15ª;JULIO BORGES
PI;15ª;MONTE ALEGRE DO PIAUI
PI;15ª;MORRO CABECA DO TEMPO
PI;15ª;PARNAGUA
PI;15ª;RIACHO FRIO
PI;15ª;SANTA FILOMENA
PI;15ª;SAO GONCALO DO GURGUEIA
PI;15ª;SEBASTIAO BARROS
PI;16ª;ALAGOINHAS
PI;16ª;ALEGRETE DO PIAUI
PI;16ª;BELEM DO PIAUI
PI;16ª;CALDEIRAO GRANDE DO PIAUI
PI;16ª;FRANCISCO MACEDO
PI;16ª;FRONTEIRAS
PI;16ª;MARCOLANDIA
PI;16ª;PADRE MARCOS
PI;16ª;PIO IX
PI;16ª;SAO JULIAO
PI;16ª;SIMOES
PI;16ª;VILA NOVA
PI;17ª;ACAUA
PI;17ª;BETANIA
PI;17ª;CARIDADE DO PIAUI
PI;17ª;CONCEICAO DO CANINDE
PI;17ª;CURRAL NOVO
PI;17ª;JACOBINA DO PIAUI
PI;17ª;PATOS DO PIAUI
PI;17ª;PAULISTANA
PI;17ª;QUEIMADA NOVA
PI;17ª;SAO F. DE ASSIS DO PIAUI
PI;18ª;ALTO LONGA
PI;18ª;ALTOS
PI;18ª;BARRO DURO
PI;18ª;BENEDITINOS
PI;18ª;COIVARAS
PI;18ª;CURRALINHO
PI;18ª;DEMERVAL LOBAO
PI;18ª;JOSE DE FREITAS
PI;18ª;LAGOA ALEGRE
PI;18ª;LAGOA DO PIAUI
PI;18ª;MIGUEL ALVES
PI;18ª;MONSENHOR GIL
PI;18ª;NAZARIA
PI;18ª;NOVO SANTO ANTONIO DO PIAUI
PI;18ª;PALMEIRAIS
PI;18ª;PASSAGEM FRANCA DO PIAUI
PI;18ª;PAU D'ARCO
PI;18ª;PRATA DO PIAUI
PI;18ª;GRANDE TERESINA
PI;18ª;UNIAO
PI;Teresina;TERESINA
SC;Coordenadoria Regional de Educação de Araranguá;Araranguá
SC;Coordenadoria Regional de Educação de Araranguá;Balneário Arroio do Silva
SC;Coordenadoria Regional de Educação de Araranguá;Balneário Gaivota
SC;Coordenadoria Regional de Educação de Araranguá;Ermo
SC;Coordenadoria Regional de Educação de Araranguá;Jacinto Machado
SC;Coordenadoria Regional de Educação de Araranguá;Maracajá
SC;Coordenadoria Regional de Educação de Araranguá;Meleiro
SC;Coordenadoria Regional de Educação de Araranguá;Morro Grande
SC;Coordenadoria Regional de Educação de Araranguá;Passo de Torres
SC;Coordenadoria Regional de Educação de Araranguá;Praia Grande
SC;Coordenadoria Regional de Educação de Araranguá;Santa Rosa do Sul
SC;Coordenadoria Regional de Educação de Araranguá;São João do Sul
SC;Coordenadoria Regional de Educação de Araranguá;Sombrio
SC;Coordenadoria Regional de Educação de Araranguá;Timbé do Sul
SC;Coordenadoria Regional de Educação de Araranguá;Turvo
SC;Coordenadoria Regional de Educação de Blumenau;Blumenau
SC;Coordenadoria Regional de Educação de Blumenau;Gaspar
SC;Coordenadoria Regional de Educação de Blumenau;llhota
SC;Coordenadoria Regional de Educação de Blumenau;Luiz Alves
SC;Coordenadoria Regional de Educação de Blumenau;Pomerode
SC;Coordenadoria Regional de Educação de Braço do Norte;Armazém
SC;Coordenadoria Regional de Educação de Braço do Norte;Braço do Norte
SC;Coordenadoria Regional de Educação de Braço do Norte;Grão Pará
SC;Coordenadoria Regional de Educação de Braço do Norte;Rio Fortuna
SC;Coordenadoria Regional de Educação de Braço do Norte;Santa Rosa de Lima
SC;Coordenadoria Regional de Educação de Braço do Norte;São Ludgero
SC;Coordenadoria Regional de Educação de Braço do Norte;São Martinho
SC;Coordenadoria Regional de Educação de Brusque;Botuverá
SC;Coordenadoria Regional de Educação de Brusque;Brusque
SC;Coordenadoria Regional de Educação de Brusque;Canelinha
SC;Coordenadoria Regional de Educação de Brusque;Guabiruba
SC;Coordenadoria Regional de Educação de Brusque;Major Gercino
SC;Coordenadoria Regional de Educação de Brusque;Nova Trento
SC;Coordenadoria Regional de Educação de Brusque;São João Batista
SC;Coordenadoria Regional de Educação de Brusque;Tijucas
SC;Coordenadoria Regional de Educação de Caçador;Caçador
SC;Coordenadoria Regional de Educação de Caçador;Calmon
SC;Coordenadoria Regional de Educação de Caçador;Lebon Régis
SC;Coordenadoria Regional de Educação de Caçador;Macieira
SC;Coordenadoria Regional de Educação de Caçador;Matos Costa
SC;Coordenadoria Regional de Educação de Caçador;Rio das Antas
SC;Coordenadoria Regional de Educação de Caçador;Timbó Grande
SC;Coordenadoria Regional de Educação de Campos Novos;Abdon Batista
SC;Coordenadoria Regional de Educação de Campos Novos;Brunópolis
SC;Coordenadoria Regional de Educação de Campos Novos;Campos Novos
SC;Coordenadoria Regional de Educação de Campos Novos;Celso Ramos
SC;Coordenadoria Regional de Educação de Campos Novos;Ibiam
SC;Coordenadoria Regional de Educação de Campos Novos;Monte Carlo
SC;Coordenadoria Regional de Educação de Campos Novos;Vargem
SC;Coordenadoria Regional de Educação de Campos Novos;Zortéa
SC;Coordenadoria Regional de Educação de Canoinhas;Bela Vista do Toldo
SC;Coordenadoria Regional de Educação de Canoinhas;Canoinhas
SC;Coordenadoria Regional de Educação de Canoinhas;Irineópolis
SC;Coordenadoria Regional de Educação de Canoinhas;Major Vieira
SC;Coordenadoria Regional de Educação de Canoinhas;Porto União
SC;Coordenadoria Regional de Educação de Canoinhas;Três Barras
SC;Coordenadoria Regional de Educação de Chapecó;Águas Frias
SC;Coordenadoria Regional de Educação de Chapecó;Caxambu do Sul
SC;Coordenadoria Regional de Educação de Chapecó;Chapecó
SC;Coordenadoria Regional de Educação de Chapecó;Cordilheira Alta
SC;Coordenadoria Regional de Educação de Chapecó;Coronel Freitas
SC;Coordenadoria Regional de Educação de Chapecó;Guatambu
SC;Coordenadoria Regional de Educação de Chapecó;Nova Erechim
SC;Coordenadoria Regional de Educação de Chapecó;Nova Itaberaba
SC;Coordenadoria Regional de Educação de Chapecó;Planalto Alegre
SC;Coordenadoria Regional de Educação de Concórdia;Alto Bela Vista
SC;Coordenadoria Regional de Educação de Concórdia;Concórdia
SC;Coordenadoria Regional de Educação de Concórdia;Ipira
SC;Coordenadoria Regional de Educação de Concórdia;Irani
SC;Coordenadoria Regional de Educação de Concórdia;Peritiba
SC;Coordenadoria Regional de Educação de Concórdia;Piratuba
SC;Coordenadoria Regional de Educação de Concórdia;Presidente Castello Branco
SC;Coordenadoria Regional de Educação de Criciúma;Balneário Rincão
SC;Coordenadoria Regional de Educação de Criciúma;Cocal do Sul
SC;Coordenadoria Regional de Educação de Criciúma;Criciúma
SC;Coordenadoria Regional de Educação de Criciúma;Forquilhinha
SC;Coordenadoria Regional de Educação de Criciúma;Içara
SC;Coordenadoria Regional de Educação de Criciúma;Lauro Müller
SC;Coordenadoria Regional de Educação de Criciúma;Morro da Fumaça
SC;Coordenadoria Regional de Educação de Criciúma;Nova Veneza
SC;Coordenadoria Regional de Educação de Criciúma;Orleans
SC;Coordenadoria Regional de Educação de Criciúma;Siderópolis
SC;Coordenadoria Regional de Educação de Criciúma;Treviso
SC;Coordenadoria Regional de Educação de Criciúma;Urussanga
SC;Coordenadoria Regional de Educação de Curitibanos;Curitibanos
SC;Coordenadoria Regional de Educação de Curitibanos;Frei Rogério
SC;Coordenadoria Regional de Educação de Curitibanos;Ponte Alta do Norte
SC;Coordenadoria Regional de Educação de Curitibanos;Santa Cecília
SC;Coordenadoria Regional de Educação de Curitibanos;São Cristóvão do Sul
SC;Coordenadoria Regional de Educação de Dionísio Cerqueira;Anchieta
SC;Coordenadoria Regional de Educação de Dionísio Cerqueira;Dionísio Cerqueira
SC;Coordenadoria Regional de Educação de Dionísio Cerqueira;Guarujá do Sul
SC;Coordenadoria Regional de Educação de Dionísio Cerqueira;Palma Sola
SC;Coordenadoria Regional de Educação de Dionísio Cerqueira;Princesa
SC;Coordenadoria Regional de Educação de Dionísio Cerqueira;São José do Cedro
SC;Coordenadoria Regional de Educação de Florianópolis;Águas Mornas
SC;Coordenadoria Regional de Educação de Florianópolis;Angelina
SC;Coordenadoria Regional de Educação de Florianópolis;Anitápolis
SC;Coordenadoria Regional de Educação de Florianópolis;Antônio Carlos
SC;Coordenadoria Regional de Educação de Florianópolis;Biguaçu
SC;Coordenadoria Regional de Educação de Florianópolis;Florianópolis
SC;Coordenadoria Regional de Educação de Florianópolis;Governador Celso Ramos
SC;Coordenadoria Regional de Educação de Florianópolis;Palhoça
SC;Coordenadoria Regional de Educação de Florianópolis;Rancho Queimado
SC;Coordenadoria Regional de Educação de Florianópolis;Santo Amaro da Imperatriz
