estado_padronizado,municipio_padronizado,UF_CAMPUS,co_uf,no_uf,co_municipio,no_municipio,NOME_CURSO_AJ_2,abaixo_550_abaixo_650,acima_550_abaixo_650,acima_550_acima_650
ACRE,CRUZEIRO DO SUL,AC,12,Acre,1200203,Cruzeiro do Sul,biologia,379,151,14
ACRE,CRUZEIRO DO SUL,AC,12,Acre,1200203,Cruzeiro do Sul,linguaportuguesa,523,212,28
ACRE,CRUZEIRO DO SUL,AC,12,Acre,1200203,Cruzeiro do Sul,pedagogia,328,112,9
ACRE,RIO BRANCO,AC,12,Acre,1200401,Rio Branco,biologia,233,145,35
ACRE,RIO BRANCO,AC,12,Acre,1200401,Rio Branco,educacaofisica,840,341,56
ACRE,RIO BRANCO,AC,12,Acre,1200401,Rio Branco,fisica,147,71,15
ACRE,RIO BRANCO,AC,12,Acre,1200401,Rio Branco,geografia,276,175,14
ACRE,RIO BRANCO,AC,12,Acre,1200401,Rio Branco,historia,478,281,69
ACRE,RIO BRANCO,AC,12,Acre,1200401,Rio Branco,linguaportuguesa,546,373,81
ACRE,RIO BRANCO,AC,12,Acre,1200401,Rio Branco,matematica,102,67,31
ACRE,RIO BRANCO,AC,12,Acre,1200401,Rio Branco,pedagogia,362,167,33
ACRE,RIO BRANCO,AC,12,Acre,1200401,Rio Branco,quimica,107,70,14
ACRE,RIO BRANCO,AC,12,Acre,1200401,Rio Branco,sociologia,262,123,29
ALAGOAS,ARAPIRACA,AL,27,Alagoas,2700300,Arapiraca,biologia,505,234,30
ALAGOAS,ARAPIRACA,AL,27,Alagoas,2700300,Arapiraca,educacaofisica,442,170,36
ALAGOAS,ARAPIRACA,AL,27,Alagoas,2700300,Arapiraca,fisica,121,51,7
ALAGOAS,ARAPIRACA,AL,27,Alagoas,2700300,Arapiraca,geografia,235,70,1
ALAGOAS,ARAPIRACA,AL,27,Alagoas,2700300,Arapiraca,historia,165,162,23
ALAGOAS,ARAPIRACA,AL,27,Alagoas,2700300,Arapiraca,linguaportuguesa,444,288,36
ALAGOAS,ARAPIRACA,AL,27,Alagoas,2700300,Arapiraca,matematica,219,151,18
ALAGOAS,ARAPIRACA,AL,27,Alagoas,2700300,Arapiraca,pedagogia,704,249,15
ALAGOAS,ARAPIRACA,AL,27,Alagoas,2700300,Arapiraca,quimica,295,74,8
ALAGOAS,DELMIRO GOUVEIA,AL,27,Alagoas,2702405,Delmiro Gouveia,geografia,172,47,4
ALAGOAS,DELMIRO GOUVEIA,AL,27,Alagoas,2702405,Delmiro Gouveia,historia,182,95,7
ALAGOAS,DELMIRO GOUVEIA,AL,27,Alagoas,2702405,Delmiro Gouveia,linguaportuguesa,143,82,3
ALAGOAS,DELMIRO GOUVEIA,AL,27,Alagoas,2702405,Delmiro Gouveia,pedagogia,273,88,4
ALAGOAS,MACEIO,AL,27,Alagoas,2704302,Maceió,biologia,582,391,36
ALAGOAS,MACEIO,AL,27,Alagoas,2704302,Maceió,educacaofisica,1019,448,18
ALAGOAS,MACEIO,AL,27,Alagoas,2704302,Maceió,filosofia,177,73,4
ALAGOAS,MACEIO,AL,27,Alagoas,2704302,Maceió,fisica,184,90,11
ALAGOAS,MACEIO,AL,27,Alagoas,2704302,Maceió,geografia,444,123,3
ALAGOAS,MACEIO,AL,27,Alagoas,2704302,Maceió,historia,292,214,15
ALAGOAS,MACEIO,AL,27,Alagoas,2704302,Maceió,linguaportuguesa,585,332,36
ALAGOAS,MACEIO,AL,27,Alagoas,2704302,Maceió,matematica,262,207,22
ALAGOAS,MACEIO,AL,27,Alagoas,2704302,Maceió,pedagogia,1173,408,3
ALAGOAS,MACEIO,AL,27,Alagoas,2704302,Maceió,quimica,352,147,3
ALAGOAS,MACEIO,AL,27,Alagoas,2704302,Maceió,sociologia,260,100,12
ALAGOAS,PALMEIRA DOS INDIOS,AL,27,Alagoas,2706307,Palmeira dos Índios,biologia,208,22,2
ALAGOAS,PALMEIRA DOS INDIOS,AL,27,Alagoas,2706307,Palmeira dos Índios,geografia,173,9,
ALAGOAS,PALMEIRA DOS INDIOS,AL,27,Alagoas,2706307,Palmeira dos Índios,historia,111,69,2
ALAGOAS,PALMEIRA DOS INDIOS,AL,27,Alagoas,2706307,Palmeira dos Índios,linguaportuguesa,108,65,4
ALAGOAS,PALMEIRA DOS INDIOS,AL,27,Alagoas,2706307,Palmeira dos Índios,matematica,98,34,
ALAGOAS,PALMEIRA DOS INDIOS,AL,27,Alagoas,2706307,Palmeira dos Índios,pedagogia,150,76,
ALAGOAS,PALMEIRA DOS INDIOS,AL,27,Alagoas,2706307,Palmeira dos Índios,quimica,137,4,
ALAGOAS,PENEDO,AL,27,Alagoas,2706703,Penedo,biologia,133,51,1
ALAGOAS,PIRANHAS,AL,27,Alagoas,2707107,Piranhas,fisica,61,10,2
ALAGOAS,PIRANHAS,AL,27,Alagoas,2707107,Piranhas,matematica,69,14,3
ALAGOAS,SANTANA DO IPANEMA,AL,27,Alagoas,2708006,Santana do Ipanema,biologia,141,24,1
ALAGOAS,SANTANA DO IPANEMA,AL,27,Alagoas,2708006,Santana do Ipanema,pedagogia,129,88,6
ALAGOAS,SAO MIGUEL DOS CAMPOS,AL,27,Alagoas,2708600,São Miguel dos Campos,linguaportuguesa,98,26,1
ALAGOAS,UNIAO DOS PALMARES,AL,27,Alagoas,2709301,União dos Palmares,geografia,119,5,
ALAGOAS,UNIAO DOS PALMARES,AL,27,Alagoas,2709301,União dos Palmares,linguaportuguesa,112,26,
AMAZONAS,BENJAMIN CONSTANT,AM,13,Amazonas,1300607,Benjamin Constant,biologia,19,11,7
AMAZONAS,BENJAMIN CONSTANT,AM,13,Amazonas,1300607,Benjamin Constant,linguaportuguesa,26,13,3
AMAZONAS,BENJAMIN CONSTANT,AM,13,Amazonas,1300607,Benjamin Constant,pedagogia,57,19,12
AMAZONAS,COARI,AM,13,Amazonas,1301209,Coari,biologia,42,36,13
AMAZONAS,HUMAITA,AM,13,Amazonas,1301704,Humaitá,biologia,8,15,2
AMAZONAS,HUMAITA,AM,13,Amazonas,1301704,Humaitá,linguaportuguesa,20,19,6
AMAZONAS,HUMAITA,AM,13,Amazonas,1301704,Humaitá,pedagogia,29,20,6
AMAZONAS,ITACOATIARA,AM,13,Amazonas,1301902,Itacoatiara,biologia,34,25,14
AMAZONAS,MANAUS,AM,13,Amazonas,1302603,Manaus,artes,68,98,80
AMAZONAS,MANAUS,AM,13,Amazonas,1302603,Manaus,biologia,131,159,153
AMAZONAS,MANAUS,AM,13,Amazonas,1302603,Manaus,educacaofisica,316,223,121
AMAZONAS,MANAUS,AM,13,Amazonas,1302603,Manaus,filosofia,63,76,45
AMAZONAS,MANAUS,AM,13,Amazonas,1302603,Manaus,fisica,499,169,105
AMAZONAS,MANAUS,AM,13,Amazonas,1302603,Manaus,geografia,107,137,83
AMAZONAS,MANAUS,AM,13,Amazonas,1302603,Manaus,historia,144,185,149
AMAZONAS,MANAUS,AM,13,Amazonas,1302603,Manaus,linguaportuguesa,268,330,261
AMAZONAS,MANAUS,AM,13,Amazonas,1302603,Manaus,matematica,94,124,85
AMAZONAS,MANAUS,AM,13,Amazonas,1302603,Manaus,pedagogia,418,305,219
AMAZONAS,MANAUS,AM,13,Amazonas,1302603,Manaus,quimica,90,101,95
AMAZONAS,MANAUS,AM,13,Amazonas,1302603,Manaus,sociologia,50,60,44
AMAZONAS,PARINTINS,AM,13,Amazonas,1303403,Parintins,artes,37,16,12
AMAZONAS,PARINTINS,AM,13,Amazonas,1303403,Parintins,educacaofisica,102,51,20
AMAZONAS,PARINTINS,AM,13,Amazonas,1303403,Parintins,pedagogia,116,53,24
AMAPA,LARANJAL DO JARI,AP,16,Amapá,1600279,Laranjal do Jari,biologia,145,14,
AMAPA,MACAPA,AP,16,Amapá,1600303,Macapá,artes,43,58,35
AMAPA,MACAPA,AP,16,Amapá,1600303,Macapá,biologia,61,84,99
AMAPA,MACAPA,AP,16,Amapá,1600303,Macapá,educacaofisica,111,107,85
AMAPA,MACAPA,AP,16,Amapá,1600303,Macapá,fisica,292,70,33
AMAPA,MACAPA,AP,16,Amapá,1600303,Macapá,geografia,56,75,48
AMAPA,MACAPA,AP,16,Amapá,1600303,Macapá,historia,107,86,68
AMAPA,MACAPA,AP,16,Amapá,1600303,Macapá,linguaportuguesa,675,215,96
AMAPA,MACAPA,AP,16,Amapá,1600303,Macapá,matematica,219,67,1
AMAPA,MACAPA,AP,16,Amapá,1600303,Macapá,pedagogia,105,102,53
AMAPA,MACAPA,AP,16,Amapá,1600303,Macapá,quimica,22,44,39
AMAPA,MACAPA,AP,16,Amapá,1600303,Macapá,sociologia,56,71,47
AMAPA,SANTANA,AP,16,Amapá,1600600,Santana,filosofia,39,30,24
AMAPA,SANTANA,AP,16,Amapá,1600600,Santana,linguaportuguesa,52,42,26
AMAPA,SANTANA,AP,16,Amapá,1600600,Santana,pedagogia,57,43,36
BAHIA,ALAGOINHAS,BA,29,Bahia,2900702,Alagoinhas,biologia,137,47,6
BAHIA,ALAGOINHAS,BA,29,Bahia,2900702,Alagoinhas,educacaofisica,175,46,1
BAHIA,ALAGOINHAS,BA,29,Bahia,2900702,Alagoinhas,historia,87,52,6
BAHIA,ALAGOINHAS,BA,29,Bahia,2900702,Alagoinhas,linguaportuguesa,141,72,8
BAHIA,ALAGOINHAS,BA,29,Bahia,2900702,Alagoinhas,matematica,39,28,3
BAHIA,AMARGOSA,BA,29,Bahia,2901007,Amargosa,filosofia,172,20,1
BAHIA,AMARGOSA,BA,29,Bahia,2901007,Amargosa,fisica,83,15,1
BAHIA,AMARGOSA,BA,29,Bahia,2901007,Amargosa,linguaportuguesa,159,23,1
BAHIA,AMARGOSA,BA,29,Bahia,2901007,Amargosa,matematica,65,31,2
BAHIA,AMARGOSA,BA,29,Bahia,2901007,Amargosa,pedagogia,366,74,2
BAHIA,AMARGOSA,BA,29,Bahia,2901007,Amargosa,quimica,67,21,4
BAHIA,BARREIRAS,BA,29,Bahia,2903201,Barreiras,biologia,174,166,16
BAHIA,BARREIRAS,BA,29,Bahia,2903201,Barreiras,fisica,32,25,1
BAHIA,BARREIRAS,BA,29,Bahia,2903201,Barreiras,geografia,61,43,1
BAHIA,BARREIRAS,BA,29,Bahia,2903201,Barreiras,historia,88,86,8
BAHIA,BARREIRAS,BA,29,Bahia,2903201,Barreiras,linguaportuguesa,32,41,5
BAHIA,BARREIRAS,BA,29,Bahia,2903201,Barreiras,matematica,131,93,12
BAHIA,BARREIRAS,BA,29,Bahia,2903201,Barreiras,pedagogia,246,92,1
BAHIA,BARREIRAS,BA,29,Bahia,2903201,Barreiras,quimica,55,25,3
BAHIA,BOM JESUS DA LAPA,BA,29,Bahia,2903904,Bom Jesus da Lapa,pedagogia,120,45,3
BAHIA,BRUMADO,BA,29,Bahia,2904605,Brumado,linguaportuguesa,49,43,4
BAHIA,CACHOEIRA,BA,29,Bahia,2904902,Cachoeira,artes,95,84,1
BAHIA,CACHOEIRA,BA,29,Bahia,2904902,Cachoeira,sociologia,101,43,1
BAHIA,CAETITE,BA,29,Bahia,2905206,Caetité,biologia,71,62,4
BAHIA,CAETITE,BA,29,Bahia,2905206,Caetité,geografia,64,39,1
BAHIA,CAETITE,BA,29,Bahia,2905206,Caetité,historia,78,60,4
BAHIA,CAETITE,BA,29,Bahia,2905206,Caetité,linguaportuguesa,61,46,9
BAHIA,CAETITE,BA,29,Bahia,2905206,Caetité,matematica,24,34,8
BAHIA,CATU,BA,29,Bahia,2907509,Catu,quimica,52,19,3
BAHIA,CONCEICAO DO COITE,BA,29,Bahia,2908408,Conceição do Coité,linguaportuguesa,96,51,4
BAHIA,CRUZ DAS ALMAS,BA,29,Bahia,2909802,Cruz das Almas,biologia,367,281,24
BAHIA,CRUZ DAS ALMAS,BA,29,Bahia,2909802,Cruz das Almas,fisica,15,12,
BAHIA,CRUZ DAS ALMAS,BA,29,Bahia,2909802,Cruz das Almas,matematica,22,18,1
BAHIA,EUNAPOLIS,BA,29,Bahia,2910727,Eunápolis,historia,48,22,1
BAHIA,EUNAPOLIS,BA,29,Bahia,2910727,Eunápolis,linguaportuguesa,28,25,1
BAHIA,EUNAPOLIS,BA,29,Bahia,2910727,Eunápolis,matematica,47,13,1
BAHIA,FEIRA DE SANTANA,BA,29,Bahia,2910800,Feira de Santana,biologia,39,168,24
BAHIA,FEIRA DE SANTANA,BA,29,Bahia,2910800,Feira de Santana,educacaofisica,702,216,7
BAHIA,FEIRA DE SANTANA,BA,29,Bahia,2910800,Feira de Santana,filosofia,96,101,10
BAHIA,FEIRA DE SANTANA,BA,29,Bahia,2910800,Feira de Santana,fisica,86,74,15
BAHIA,FEIRA DE SANTANA,BA,29,Bahia,2910800,Feira de Santana,geografia,90,133,
BAHIA,FEIRA DE SANTANA,BA,29,Bahia,2910800,Feira de Santana,historia,97,167,25
BAHIA,FEIRA DE SANTANA,BA,29,Bahia,2910800,Feira de Santana,linguaportuguesa,462,309,39
BAHIA,FEIRA DE SANTANA,BA,29,Bahia,2910800,Feira de Santana,matematica,82,90,22
BAHIA,FEIRA DE SANTANA,BA,29,Bahia,2910800,Feira de Santana,pedagogia,606,216,10
BAHIA,FEIRA DE SANTANA,BA,29,Bahia,2910800,Feira de Santana,quimica,131,77,5
BAHIA,GUANAMBI,BA,29,Bahia,2911709,Guanambi,biologia,122,69,2
BAHIA,GUANAMBI,BA,29,Bahia,2911709,Guanambi,educacaofisica,181,66,3
BAHIA,GUANAMBI,BA,29,Bahia,2911709,Guanambi,pedagogia,281,147,7
BAHIA,GUANAMBI,BA,29,Bahia,2911709,Guanambi,quimica,75,34,3
BAHIA,ILHEUS,BA,29,Bahia,2913606,Ilhéus,biologia,134,211,33
BAHIA,ILHEUS,BA,29,Bahia,2913606,Ilhéus,educacaofisica,322,154,11
BAHIA,ILHEUS,BA,29,Bahia,2913606,Ilhéus,filosofia,26,52,2
BAHIA,ILHEUS,BA,29,Bahia,2913606,Ilhéus,fisica,128,67,8
BAHIA,ILHEUS,BA,29,Bahia,2913606,Ilhéus,geografia,277,101,2
BAHIA,ILHEUS,BA,29,Bahia,2913606,Ilhéus,historia,209,223,21
BAHIA,ILHEUS,BA,29,Bahia,2913606,Ilhéus,linguaportuguesa,142,203,19
BAHIA,ILHEUS,BA,29,Bahia,2913606,Ilhéus,matematica,123,85,13
BAHIA,ILHEUS,BA,29,Bahia,2913606,Ilhéus,pedagogia,293,217,4
BAHIA,ILHEUS,BA,29,Bahia,2913606,Ilhéus,quimica,104,50,6
BAHIA,ILHEUS,BA,29,Bahia,2913606,Ilhéus,sociologia,125,72,2
BAHIA,IPIAU,BA,29,Bahia,2913903,Ipiaú,linguaportuguesa,91,50,1
BAHIA,IRECE,BA,29,Bahia,2914604,Irecê,linguaportuguesa,59,39,1
BAHIA,IRECE,BA,29,Bahia,2914604,Irecê,pedagogia,176,64,2
BAHIA,ITABERABA,BA,29,Bahia,2914703,Itaberaba,linguaportuguesa,77,35,1
BAHIA,ITABERABA,BA,29,Bahia,2914703,Itaberaba,pedagogia,115,39,1
BAHIA,ITABUNA,BA,29,Bahia,2914802,Itabuna,artes,50,4,
BAHIA,ITABUNA,BA,29,Bahia,2914802,Itabuna,sociologia,41,24,
BAHIA,ITAPETINGA,BA,29,Bahia,2916401,Itapetinga,fisica,19,8,1
BAHIA,ITAPETINGA,BA,29,Bahia,2916401,Itapetinga,quimica,45,11,
BAHIA,JACOBINA,BA,29,Bahia,2917508,Jacobina,educacaofisica,146,32,
BAHIA,JACOBINA,BA,29,Bahia,2917508,Jacobina,geografia,52,27,3
BAHIA,JACOBINA,BA,29,Bahia,2917508,Jacobina,historia,106,48,6
BAHIA,JACOBINA,BA,29,Bahia,2917508,Jacobina,linguaportuguesa,106,64,5
BAHIA,JEQUIE,BA,29,Bahia,2918001,Jequié,educacaofisica,378,204,10
BAHIA,JEQUIE,BA,29,Bahia,2918001,Jequié,quimica,163,102,9
BAHIA,JUAZEIRO,BA,29,Bahia,2918407,Juazeiro,artes,96,59,13
BAHIA,JUAZEIRO,BA,29,Bahia,2918407,Juazeiro,pedagogia,229,86,3
BAHIA,JUAZEIRO,BA,29,Bahia,2918407,Juazeiro,sociologia,217,128,22
BAHIA,LAURO DE FREITAS,BA,29,Bahia,2919207,Lauro de Freitas,pedagogia,111,62,2
BAHIA,PAULO AFONSO,BA,29,Bahia,2924009,Paulo Afonso,biologia,133,72,7
BAHIA,PAULO AFONSO,BA,29,Bahia,2924009,Paulo Afonso,matematica,63,53,4
BAHIA,PORTO SEGURO,BA,29,Bahia,2925303,Porto Seguro,artes,67,23,2
BAHIA,PORTO SEGURO,BA,29,Bahia,2925303,Porto Seguro,biologia,46,38,2
BAHIA,PORTO SEGURO,BA,29,Bahia,2925303,Porto Seguro,historia,33,24,
BAHIA,PORTO SEGURO,BA,29,Bahia,2925303,Porto Seguro,quimica,30,7,
BAHIA,PORTO SEGURO,BA,29,Bahia,2925303,Porto Seguro,sociologia,31,13,
BAHIA,SALVADOR,BA,29,Bahia,2927408,Salvador,artes,720,795,141
BAHIA,SALVADOR,BA,29,Bahia,2927408,Salvador,biologia,464,257,66
BAHIA,SALVADOR,BA,29,Bahia,2927408,Salvador,educacaofisica,492,307,26
BAHIA,SALVADOR,BA,29,Bahia,2927408,Salvador,filosofia,178,177,19
BAHIA,SALVADOR,BA,29,Bahia,2927408,Salvador,fisica,151,226,62
BAHIA,SALVADOR,BA,29,Bahia,2927408,Salvador,geografia,313,273,6
BAHIA,SALVADOR,BA,29,Bahia,2927408,Salvador,historia,451,475,99
BAHIA,SALVADOR,BA,29,Bahia,2927408,Salvador,linguaportuguesa,225,424,64
BAHIA,SALVADOR,BA,29,Bahia,2927408,Salvador,matematica,229,254,59
BAHIA,SALVADOR,BA,29,Bahia,2927408,Salvador,pedagogia,660,379,36
BAHIA,SALVADOR,BA,29,Bahia,2927408,Salvador,quimica,154,183,63
BAHIA,SALVADOR,BA,29,Bahia,2927408,Salvador,sociologia,232,195,33
BAHIA,SANTA INES,BA,29,Bahia,2927903,Santa Inês,biologia,98,13,
BAHIA,SANTA INES,BA,29,Bahia,2927903,Santa Inês,geografia,77,12,
BAHIA,SANTA MARIA DA VITORIA,BA,29,Bahia,2928109,Santa Maria da Vitória,artes,47,38,1
BAHIA,SANTO AMARO,BA,29,Bahia,2928604,Santo Amaro,artes,52,11,
BAHIA,SANTO ANTONIO DE JESUS,BA,29,Bahia,2928703,Santo Antônio de Jesus,geografia,65,31,1
BAHIA,SANTO ANTONIO DE JESUS,BA,29,Bahia,2928703,Santo Antônio de Jesus,historia,54,34,5
BAHIA,SANTO ANTONIO DE JESUS,BA,29,Bahia,2928703,Santo Antônio de Jesus,linguaportuguesa,116,106,6
BAHIA,SAO FRANCISCO DO CONDE,BA,29,Bahia,2929206,São Francisco do Conde,historia,49,32,4
BAHIA,SAO FRANCISCO DO CONDE,BA,29,Bahia,2929206,São Francisco do Conde,linguaportuguesa,34,23,4
BAHIA,SEABRA,BA,29,Bahia,2929909,Seabra,linguaportuguesa,83,56,
BAHIA,SEABRA,BA,29,Bahia,2929909,Seabra,pedagogia,63,27,
BAHIA,SENHOR DO BONFIM,BA,29,Bahia,2930105,Senhor do Bonfim,biologia,81,43,4
BAHIA,SENHOR DO BONFIM,BA,29,Bahia,2930105,Senhor do Bonfim,geografia,174,64,4
BAHIA,SERRINHA,BA,29,Bahia,2930501,Serrinha,biologia,163,49,
BAHIA,SERRINHA,BA,29,Bahia,2930501,Serrinha,pedagogia,217,52,2
BAHIA,TEIXEIRA DE FREITAS,BA,29,Bahia,2931350,Teixeira de Freitas,artes,40,11,
BAHIA,TEIXEIRA DE FREITAS,BA,29,Bahia,2931350,Teixeira de Freitas,biologia,39,23,2
BAHIA,TEIXEIRA DE FREITAS,BA,29,Bahia,2931350,Teixeira de Freitas,educacaofisica,95,32,
BAHIA,TEIXEIRA DE FREITAS,BA,29,Bahia,2931350,Teixeira de Freitas,historia,32,32,3
BAHIA,TEIXEIRA DE FREITAS,BA,29,Bahia,2931350,Teixeira de Freitas,linguaportuguesa,57,40,3
BAHIA,TEIXEIRA DE FREITAS,BA,29,Bahia,2931350,Teixeira de Freitas,matematica,22,24,3
BAHIA,TEIXEIRA DE FREITAS,BA,29,Bahia,2931350,Teixeira de Freitas,pedagogia,66,35,2
BAHIA,TEIXEIRA DE FREITAS,BA,29,Bahia,2931350,Teixeira de Freitas,sociologia,54,36,2
BAHIA,VALENCA,BA,29,Bahia,2932903,Valença,biologia,167,48,
BAHIA,VALENCA,BA,29,Bahia,2932903,Valença,matematica,66,27,1
BAHIA,VALENCA,BA,29,Bahia,2932903,Valença,pedagogia,152,56,6
BAHIA,VITORIA DA CONQUISTA,BA,29,Bahia,2933307,Vitória da Conquista,biologia,275,288,65
BAHIA,VITORIA DA CONQUISTA,BA,29,Bahia,2933307,Vitória da Conquista,filosofia,115,94,16
BAHIA,VITORIA DA CONQUISTA,BA,29,Bahia,2933307,Vitória da Conquista,fisica,45,42,15
BAHIA,VITORIA DA CONQUISTA,BA,29,Bahia,2933307,Vitória da Conquista,linguaportuguesa,93,128,32
BAHIA,VITORIA DA CONQUISTA,BA,29,Bahia,2933307,Vitória da Conquista,quimica,124,89,4
CEARA,ACARAU,CE,23,Ceará,2300200,Acaraú,biologia,204,202,71
CEARA,ACARAU,CE,23,Ceará,2300200,Acaraú,fisica,155,153,48
CEARA,ACOPIARA,CE,23,Ceará,2300309,Acopiara,biologia,93,52,41
CEARA,ARACATI,CE,23,Ceará,2301109,Aracati,quimica,55,29,29
CEARA,BATURITE,CE,23,Ceará,2302107,Baturité,linguaportuguesa,99,80,47
CEARA,BOA VIAGEM,CE,23,Ceará,2302404,Boa Viagem,quimica,33,23,26
CEARA,BREJO SANTO,CE,23,Ceará,2302503,Brejo Santo,biologia,92,38,16
CEARA,BREJO SANTO,CE,23,Ceará,2302503,Brejo Santo,fisica,20,23,5
CEARA,BREJO SANTO,CE,23,Ceará,2302503,Brejo Santo,matematica,34,28,9
CEARA,BREJO SANTO,CE,23,Ceará,2302503,Brejo Santo,pedagogia,205,87,8
CEARA,BREJO SANTO,CE,23,Ceará,2302503,Brejo Santo,quimica,32,21,6
CEARA,CAMOCIM,CE,23,Ceará,2302602,Camocim,linguaportuguesa,123,76,43
CEARA,CAMOCIM,CE,23,Ceará,2302602,Camocim,quimica,104,46,33
CEARA,CANINDE,CE,23,Ceará,2302800,Canindé,educacaofisica,178,128,68
CEARA,CANINDE,CE,23,Ceará,2302800,Canindé,matematica,30,37,29
CEARA,CANINDE,CE,23,Ceará,2302800,Canindé,pedagogia,122,87,52
CEARA,CAUCAIA,CE,23,Ceará,2303709,Caucaia,matematica,57,59,67
CEARA,CAUCAIA,CE,23,Ceará,2303709,Caucaia,quimica,65,60,57
CEARA,CRATEUS,CE,23,Ceará,2304103,Crateús,fisica,83,72,55
CEARA,CRATEUS,CE,23,Ceará,2304103,Crateús,geografia,161,156,73
CEARA,CRATEUS,CE,23,Ceará,2304103,Crateús,matematica,72,68,56
CEARA,CRATO,CE,23,Ceará,2304202,Crato,linguaportuguesa,114,86,69
CEARA,FORTALEZA,CE,23,Ceará,2304400,Fortaleza,artes,192,209,186
CEARA,FORTALEZA,CE,23,Ceará,2304400,Fortaleza,biologia,468,582,205
CEARA,FORTALEZA,CE,23,Ceará,2304400,Fortaleza,educacaofisica,1961,1184,149
CEARA,FORTALEZA,CE,23,Ceará,2304400,Fortaleza,filosofia,273,261,35
CEARA,FORTALEZA,CE,23,Ceará,2304400,Fortaleza,fisica,156,276,160
CEARA,FORTALEZA,CE,23,Ceará,2304400,Fortaleza,geografia,242,347,34
CEARA,FORTALEZA,CE,23,Ceará,2304400,Fortaleza,historia,436,496,127
CEARA,FORTALEZA,CE,23,Ceará,2304400,Fortaleza,linguaportuguesa,1228,1579,248
CEARA,FORTALEZA,CE,23,Ceará,2304400,Fortaleza,matematica,204,344,186
CEARA,FORTALEZA,CE,23,Ceará,2304400,Fortaleza,pedagogia,1660,1101,90
CEARA,FORTALEZA,CE,23,Ceará,2304400,Fortaleza,quimica,171,311,99
CEARA,FORTALEZA,CE,23,Ceará,2304400,Fortaleza,sociologia,372,455,112
CEARA,HORIZONTE,CE,23,Ceará,2305233,Horizonte,fisica,47,48,21
CEARA,IGUATU,CE,23,Ceará,2305506,Iguatu,geografia,96,84,60
CEARA,IGUATU,CE,23,Ceará,2305506,Iguatu,quimica,86,63,50
CEARA,ITAPIPOCA,CE,23,Ceará,2306405,Itapipoca,fisica,117,81,51
CEARA,JAGUARIBE,CE,23,Ceará,2306900,Jaguaribe,biologia,36,43,21
CEARA,JUAZEIRO DO NORTE,CE,23,Ceará,2307304,Juazeiro do Norte,educacaofisica,784,363,140
CEARA,JUAZEIRO DO NORTE,CE,23,Ceará,2307304,Juazeiro do Norte,filosofia,186,158,37
CEARA,JUAZEIRO DO NORTE,CE,23,Ceará,2307304,Juazeiro do Norte,linguaportuguesa,193,106,12
CEARA,JUAZEIRO DO NORTE,CE,23,Ceará,2307304,Juazeiro do Norte,matematica,52,57,52
CEARA,LIMOEIRO DO NORTE,CE,23,Ceará,2307601,Limoeiro do Norte,educacaofisica,162,94,65
CEARA,MARACANAU,CE,23,Ceará,2307650,Maracanaú,matematica,46,81,61
CEARA,MARACANAU,CE,23,Ceará,2307650,Maracanaú,quimica,77,85,54
CEARA,MARANGUAPE,CE,23,Ceará,2307700,Maranguape,fisica,65,60,44
CEARA,MARANGUAPE,CE,23,Ceará,2307700,Maranguape,matematica,46,65,47
CEARA,PARACURU,CE,23,Ceará,2310209,Paracuru,biologia,73,65,57
CEARA,QUIXADA,CE,23,Ceará,2311306,Quixadá,geografia,140,89,51
CEARA,QUIXADA,CE,23,Ceará,2311306,Quixadá,quimica,75,55,38
CEARA,REDENCAO,CE,23,Ceará,2311603,Redenção,biologia,52,83,22
CEARA,REDENCAO,CE,23,Ceará,2311603,Redenção,fisica,5,17,2
CEARA,REDENCAO,CE,23,Ceará,2311603,Redenção,linguaportuguesa,141,172,55
CEARA,REDENCAO,CE,23,Ceará,2311603,Redenção,matematica,38,57,11
CEARA,REDENCAO,CE,23,Ceará,2311603,Redenção,quimica,47,55,15
CEARA,SOBRAL,CE,23,Ceará,2312908,Sobral,fisica,55,61,72
CEARA,SOBRAL,CE,23,Ceará,2312908,Sobral,matematica,80,140,107
CEARA,TABULEIRO DO NORTE,CE,23,Ceará,2313104,Tabuleiro do Norte,linguaportuguesa,24,16,22
CEARA,TAUA,CE,23,Ceará,2313302,Tauá,linguaportuguesa,63,43,31
CEARA,TIANGUA,CE,23,Ceará,2313401,Tianguá,fisica,62,59,48
CEARA,TIANGUA,CE,23,Ceará,2313401,Tianguá,linguaportuguesa,138,148,109
CEARA,UBAJARA,CE,23,Ceará,2313609,Ubajara,quimica,48,49,50
CEARA,UMIRIM,CE,23,Ceará,2313757,Umirim,linguaportuguesa,80,79,56
DISTRITO FEDERAL,BRASILIA,DF,53,Distrito Federal,5300108,Brasília,biologia,489,413,76
DISTRITO FEDERAL,BRASILIA,DF,53,Distrito Federal,5300108,Brasília,fisica,148,159,38
DISTRITO FEDERAL,BRASILIA,DF,53,Distrito Federal,5300108,Brasília,geografia,305,221,36
DISTRITO FEDERAL,BRASILIA,DF,53,Distrito Federal,5300108,Brasília,linguaportuguesa,1104,1146,159
DISTRITO FEDERAL,BRASILIA,DF,53,Distrito Federal,5300108,Brasília,matematica,156,195,39
DISTRITO FEDERAL,BRASILIA,DF,53,Distrito Federal,5300108,Brasília,pedagogia,754,466,49
DISTRITO FEDERAL,BRASILIA,DF,53,Distrito Federal,5300108,Brasília,quimica,173,176,39
